filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0501.xml|Document ID: roth0501|Photograph taken with a 3A Autographic Kodak folding camera.|Charlies Bunion|Appalachian Trail|    |    |    |Roslie Edmondson|Great Smoky Mountains|Landscapes and Scenery|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Charlies Bunion; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1938-02-27|Image/jpeg|http://idserver.utk.edu/?id=200300000002270|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Roslie Edmondson on Charlies Bunion."""|Image
ROTH0267.xml|Document ID: roth0267|Photograph taken with a 3A Autographic Kodak folding camera.|Silers Bald|Buckeye Gap|    |    |    |Appalachian Trail|Great Smoky Mountains|People and Groups|Weather Phenomena and Cloudbursts|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Silers Bald; Buckeye Gap; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1932-03-06|Image/jpeg|http://idserver.utk.edu/?id=200300000002036|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1932 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Snow storm between Silers Bald and Buckeye Gap."""|Image
ROTH0273.xml|Document ID: roth0273|Photograph taken with a 3A Autographic Kodak folding camera.|Norris Dam|Reservoir Hill|    |    |    |Landscapes and Scenery|Waterways and Bodies of Water|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Norris Dam; Reservoir Hill|Albert Gordon (Dutch) Roth, 1890-1974|1943-05-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002042|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1943, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Norris Dam from Reservoir Hill."""|Image
ROTH0515.xml|Document ID: roth0515|Photograph taken with a 3A Autographic Kodak folding camera.|Three Forks of Raven Fork|Great Smoky Mountains|    |    |    |People and Groups|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Three Forks of Raven Fork|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002284|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Camp at Three Forks."""|Image
ROTH0272.xml|Document ID: roth0272|Photograph taken with a 3A Autographic Kodak folding camera.|Joyce Kilmer Memorial Forest|Structures -- General|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Joyce Kilmer Memorial Forest|Albert Gordon (Dutch) Roth, 1890-1974|1937-10-07|Image/jpeg|http://idserver.utk.edu/?id=200300000002041|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""A plaque in Joyce Kilmer Forest."""|Image
ROTH0514.xml|Document ID: roth0514|Photograph taken with a 3A Autographic Kodak folding camera.|Chimney Tops|F. W. Beckman|    |    |    |Howard Bridgman|Great Smoky Mountains|Landscapes and Scenery|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Chimney Tops|Albert Gordon (Dutch) Roth, 1890-1974|1937-06-06|Image/jpeg|http://idserver.utk.edu/?id=200300000002283|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Climbing the front side of the Chimneys."""|Image
ROTH0500.xml|Document ID: roth0500|Photograph taken with a 3A Autographic Kodak folding camera.|Pikeville|Roads and Trails|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pikeville|Albert Gordon (Dutch) Roth, 1890-1974|1936-03-22|Image/jpeg|http://idserver.utk.edu/?id=200300000002269|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1936, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""The loose rock along highway near Pikeville."""|Image
ROTH0266.xml|Document ID: roth0266|Photograph taken with a 3A Autographic Kodak folding camera.|Will Johnson's house|Smoky Mountains Hiking Club|    |    |    |People and Groups|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Will Johnson's house|Albert Gordon (Dutch) Roth, 1890-1974|1945-07-22|Image/jpeg|http://idserver.utk.edu/?id=200300000002035|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1945, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club at Will Johnson's home during a cookout."""|Image
ROTH0528.xml|Document ID: roth0528|Photograph taken with a 3A Autographic Kodak folding camera.|McGee Spring|Great Smoky Mountains|    |    |    |People and Groups|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|McGee Spring|Albert Gordon (Dutch) Roth, 1890-1974|1938-07-04|Image/jpeg|http://idserver.utk.edu/?id=200300000002297|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Camp at McGhee Spring."""|Image
ROTH0299.xml|Document ID: roth0299|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Smoky Mountains Hiking Club cabin|    |    |    |Porters Flat|Smoky Mountains Hiking Club|Virginia Withers|Mr. Warren|Great Smoky Mountains|People and Groups|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Smoky Mountains Hiking Club cabin; Porters Flat|Albert Gordon (Dutch) Roth, 1890-1974|1944-07|Image/jpeg|http://idserver.utk.edu/?id=200300000002068|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1944 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Virginia Withers and Mr. Warren serving stew at Smoky Mountains Hiking Club cabin."""|Image
ROTH0716.xml|Document ID: roth0716|Photograph taken with a 3A Autographic Kodak folding camera.|Ramsay Cascades Trail|Greenbrier Cove|    |    |    |Great Smoky Mountains|Flora and Fauna|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Ramsay Cascades Trail; Greenbrier Cove|Albert Gordon (Dutch) Roth, 1890-1974|1936-06-14|Image/jpeg|http://idserver.utk.edu/?id=200300000002485|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1936, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""One of the large poplar trees along trail to Ramsey Falls."""|Image
ROTH0070.xml|Document ID: roth0070|Photograph taken with a 3A Autographic Kodak folding camera.|Emerts Cove|Pittman Center|    |    |    |Great Smoky Mountains|Structures -- Mills|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Emerts Cove; Pittman Center|Albert Gordon (Dutch) Roth, 1890-1974|1940-08-04|Image/jpeg|http://idserver.utk.edu/?id=200300000001840|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1940 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Inside of an old mill."""|Image
ROTH0064.xml|Document ID: roth0064|Photograph taken with a 3A Autographic Kodak folding camera.|Cherokee National Forest|Structures -- Cabins|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cherokee National Forest|Albert Gordon (Dutch) Roth, 1890-1974|1934-07-15|Image/jpeg|http://idserver.utk.edu/?id=200300000001834|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""The home place of the Fains in the Cherokee National Forest."""|Image
ROTH0702.xml|Document ID: roth0702|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Mitchell|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Mitchell|Albert Gordon (Dutch) Roth, 1890-1974|19?6-08-26|Image/jpeg|http://idserver.utk.edu/?id=200300000002471|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Parking area near Mount Mitchell, North Carolina."""|Image
ROTH0058.xml|Document ID: roth0058|Photograph taken with a 3A Autographic Kodak folding camera.|Cades Cove|John Oliver Lodge|    |    |    |Great Smoky Mountains|Structures -- Cabins|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cades Cove; John Oliver Lodge|Albert Gordon (Dutch) Roth, 1890-1974|1950-01-02|Image/jpeg|http://idserver.utk.edu/?id=200300000001828|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1950 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""John Oliver's old lodge in Cades Cove."""|Image
ROTH0662.xml|Document ID: roth0662|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Mingus|Mount Le Conte|    |    |    |Cove Mountain|Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Mingus; Mount Le Conte; Cove Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1948-01-18|Image/jpeg|http://idserver.utk.edu/?id=200300000002431|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1948 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Made from Cove Mountain. Mount Mingus is on the right, and Mount Le Conte is the high point in the center."""|Image
